name,URL,company,company_url,sweet_spot,range
Petteri Koponen,https://signal.nfx.com/investors/petteri-koponen,Lifeline Ventures,https://signal.nfx.com/firms/lifeline-ventures,$990K,$660K - $1.3M
Scott Weavers-Wright,https://signal.nfx.com/investors/scott-weavers-wright,Haatch,https://signal.nfx.com/firms/haatch,$1.5M,$100K - $5.0M
Tuomas Kosonen,https://signal.nfx.com/investors/tuomas-kosonen,Inventure,https://signal.nfx.com/firms/inventure,$1.5M,$100K - $5.0M
J.J. List,https://signal.nfx.com/investors/j-j-list,Los Angeles (CA),https://signal.nfx.com/investor-lists/top-los-angeles-southern-california-investors,$50K,$25K - $100K
Jason Hung,https://signal.nfx.com/investors/jason-hung_1,01 Advisors,https://signal.nfx.com/firms/01-advisors,$200K,$100K - $500K
Adnan Soubra,https://signal.nfx.com/investors/adnan-soubra,BY Venture Partners,https://signal.nfx.com/firms/by-venture-partners,$1.5M,$100K - $5.0M
Sasha Polovinkina,https://signal.nfx.com/investors/sasha-polovinkina,YellowRocks.vc,https://signal.nfx.com/firms/yellowrocks-vc,$500K,$200K - $2.0M
Raida Daouk El Jisr,https://signal.nfx.com/investors/raida-daouk-el-jisr,BY Venture Partners,https://signal.nfx.com/firms/by-venture-partners,$1.5M,$100K - $5.0M
Estelle Palandjian,https://signal.nfx.com/investors/estelle-palandjian,Boston Seed Capital,https://signal.nfx.com/firms/boston-seed-capital,$1.5M,$100K - $5.0M
Julian Eison,https://signal.nfx.com/investors/julian-eison,Next Ventures,https://signal.nfx.com/firms/next-ventures,$1.5M,$100K - $3.0M
Nasir Ali,https://signal.nfx.com/investors/nasir-ali,AI,https://signal.nfx.com/investor-lists/top-ai-pre-seed-investors,$750K,$500K - $1.3M
Rob Duboff,https://signal.nfx.com/investors/rob-duboff,Velo Capital Partners LLP,https://signal.nfx.com/firms/velo-capital-partners-llp,$1.5M,$100K - $5.0M
Jordan Gillissie,https://signal.nfx.com/investors/jordan,AgTech,https://signal.nfx.com/investor-lists/top-agtech-pre-seed-investors,$500K,$100K - $1M
Wesley King,https://signal.nfx.com/investors/wesley-king,AgTech,https://signal.nfx.com/investor-lists/top-agtech-pre-seed-investors,$100K,$25K - $500K
Assaf A. Harlap,https://signal.nfx.com/investors/assaf-a-harlap,Tel Aviv (Israel),https://signal.nfx.com/investor-lists/top-israel-investors,$100K,$10K - $150K
Abram Dawson,https://signal.nfx.com/investors/abram-dawson,"Angel, Scout, and Solo-Capitalists (Other Lists)",https://signal.nfx.com/investor-lists/top-angel-scout-and-solo-capitalists-investors,$15K,$5K - $25K
Kevin Kaplan,https://signal.nfx.com/investors/kevin-kaplan,TexKap Equity Investments,https://signal.nfx.com/firms/texkap-equity-investments,$5K,$1K - $25K
Frank Meehan,https://signal.nfx.com/investors/frank-meehan,Cultiv8 Funds Management,https://signal.nfx.com/firms/cultiv8-funds-management,$2.5M,$1M - $5.0M
Ramamurthy Sivakumar,https://signal.nfx.com/investors/ramamurthy-sivakumar,Pragya Ventures,https://signal.nfx.com/firms/pragya-ventures,$100K,$50K - $250K
Vaibhav Domkundwar,https://signal.nfx.com/investors/vaibhav-domkundwar,Better Capital,https://signal.nfx.com/firms/better-capital,$80K,$5K - $100K
Adam Levinson,https://signal.nfx.com/investors/adam-levinson,Goodwater Capital,https://signal.nfx.com/firms/goodwater-capital,$2.5M,$500K - $5.0M
Manu Rueda,https://signal.nfx.com/investors/jose-manuel-g-de-rueda,Advertising,https://signal.nfx.com/investor-lists/top-advertising-pre-seed-investors,$100K,$1K - $200K
Sung Nam,https://signal.nfx.com/investors/welcome,Azusa Investments,https://signal.nfx.com/firms/azusa-investments,$10K,$10K - $20K
Noah Pickholtz,https://signal.nfx.com/investors/noah-pickholtz,Israel,https://signal.nfx.com/investor-lists/top-israel-investors,$50K,$25K - $1M
Roy Meirom,https://signal.nfx.com/investors/roy-meirom,Sony Innovation Fund,https://signal.nfx.com/firms/sony-innovation-fund,$1M,$100K - $10.0M
Patrick Chang,https://signal.nfx.com/investors/patrick-chang_2,Dispersion Capital,https://signal.nfx.com/firms/dispersion-capital,$1M,$250K - $5.0M
Timothy Chang,https://signal.nfx.com/investors/timothy-chang,Goodwater Capital,https://signal.nfx.com/firms/goodwater-capital,$2.5M,$500K - $5.0M
Alexander Carvalho,https://signal.nfx.com/investors/alexander-carvalho,Kli Capital,https://signal.nfx.com/firms/kli-capital,$1M,$1M - $1M
Hadrien de La Tour,https://signal.nfx.com/investors/hadrien-de-la-tour,DuF Investments,https://signal.nfx.com/firms/duf-investments,$1M,$100K - $10.0M
Willem van den Bosch,https://signal.nfx.com/investors/willem-van-den-bosch,Soma Capital,https://signal.nfx.com/firms/soma-capital,$2.5M,$1M - $5.0M
John Crenshaw,https://signal.nfx.com/investors/john-crenshaw,CREN Capital,https://signal.nfx.com/firms/cren-capital,$50K,$25K - $250K
Jon Hook,https://signal.nfx.com/investors/jon-hook,Mallory Ventures,https://signal.nfx.com/firms/mallory-ventures,$1.5M,$100K - $5.0M
Tommy Stadlen,https://signal.nfx.com/investors/tommy-stadlen,Giant Ventures,https://signal.nfx.com/firms/giant-ventures,$1.5M,$100K - $5.0M
Sam Campbell,https://signal.nfx.com/investors/sam-campbell,Samsung NEXT Ventures,https://signal.nfx.com/firms/samsung-next-ventures,$250K,$100K - $500K
Beryl Li,https://signal.nfx.com/investors/beryl-li,Yield Guild Games (YGG),https://signal.nfx.com/firms/yield-guild-games-ygg,$200K,$10K - $500K
Priya Purewal,https://signal.nfx.com/investors/priya-purewal,Smash Capital,https://signal.nfx.com/firms/smash-capital,$1.5M,$100K - $5.0M
Alasdair Greig,https://signal.nfx.com/investors/alasdair-greig,Northstar Ventures,https://signal.nfx.com/firms/northstar-ventures,$700K,$130K - $1.3M
Keisuke Honda,https://signal.nfx.com/investors/keisuke-honda,Dreamers VC,https://signal.nfx.com/firms/dreamers-vc,$1.5M,$100K - $5.0M
Spencer Dinwiddie,https://signal.nfx.com/investors/spencer-dinwiddie,EONXI,https://signal.nfx.com/firms/eonxi,$1.1M,$750K - $1.5M
James Wing,https://signal.nfx.com/investors/james-wing,TenOneTen Ventures,https://signal.nfx.com/firms/tenoneten-ventures,$750K,$250K - $1M
Carlos Barrios,https://signal.nfx.com/investors/carlos-barrios,Rightbridge Ventures,https://signal.nfx.com/firms/rightbridge-ventures,$1.5M,$100K - $5.0M
Thomas Martens,https://signal.nfx.com/investors/thomas-martens,Hiro Capital,https://signal.nfx.com/firms/hiro-capital,$1.5M,$100K - $5.0M
Parin Shah,https://signal.nfx.com/investors/parin-shah_1,Lego Ventures,https://signal.nfx.com/firms/lego-ventures,$1.5M,$100K - $5.0M
Spike Laurie,https://signal.nfx.com/investors/spike-laurie,Hiro Capital,https://signal.nfx.com/firms/hiro-capital,$1.5M,$100K - $5.0M
Chris Orndorff,https://signal.nfx.com/investors/chris-orndorff,Vulcan Capital,https://signal.nfx.com/firms/vulcan-capital,$1.5M,$100K - $5.0M
Edward van Cutsem,https://signal.nfx.com/investors/edward-van-cutsem,Hiro Capital,https://signal.nfx.com/firms/hiro-capital,$1.5M,$100K - $5.0M
Andrew Reader,https://signal.nfx.com/investors/andrew-reader,Velo Capital Partners LLP,https://signal.nfx.com/firms/velo-capital-partners-llp,$1.5M,$100K - $5.0M
Raj Gokal,https://signal.nfx.com/investors/raj-gokal,Solana Ventures,https://signal.nfx.com/firms/solana-ventures,$100K,$10K - $250K
Michael Costa,https://signal.nfx.com/investors/michael-costa_1,New York Angels,https://signal.nfx.com/firms/new-york-angels,$25K,$25K - $100K
Tom Conrad,https://signal.nfx.com/investors/tom-conrad,Big Sky Health,https://signal.nfx.com/firms/big-sky-health,$1.5M,$100K - $5.0M
Kent Wakeford,https://signal.nfx.com/investors/kent-wakeford,Colossal Biosciences,https://signal.nfx.com/firms/colossal-biosciences,$1.5M,$100K - $5.0M
Chris Ovitz,https://signal.nfx.com/investors/chris-ovitz,Electric Ant,https://signal.nfx.com/firms/electric-ant,$1.5M,$100K - $5.0M
Akshat Goenka,https://signal.nfx.com/investors/akshat-goenka,Moonfire Ventures,https://signal.nfx.com/firms/moonfire-ventures,$1.5M,$100K - $5.0M
Wanmeng Zhang,https://signal.nfx.com/investors/wanmeng-zhang,Moonfire Ventures,https://signal.nfx.com/firms/moonfire-ventures,$1.5M,$100K - $5.0M
Edward Scott,https://signal.nfx.com/investors/edward-scott,Moonfire Ventures,https://signal.nfx.com/firms/moonfire-ventures,$1.5M,$100K - $5.0M
Alan Patricof,https://signal.nfx.com/investors/alan-patricof,Primetime Partners,https://signal.nfx.com/firms/primetime-partners,$625K,$250K - $1M
David Boronat,https://signal.nfx.com/investors/david-boronat,Ocean VC,https://signal.nfx.com/firms/ocean-vc,$1.5M,$100K - $5.0M
Paul Hsu,https://signal.nfx.com/investors/paul-hsu,Decasonic,https://signal.nfx.com/firms/decasonic,$1.5M,$100K - $5.0M
Dimitris Maris,https://signal.nfx.com/investors/dimitris-maris,Marathon Venture Capital,https://signal.nfx.com/firms/marathon-venture-capital,$1.5M,$100K - $5.0M
Antonio Key,https://signal.nfx.com/investors/antonio-key,Samsung NEXT Ventures,https://signal.nfx.com/firms/samsung-next-ventures,$1.5M,$100K - $5.0M
Richard F. Purcell,https://signal.nfx.com/investors/richard-f-purcell,Rebel Fund,https://signal.nfx.com/firms/rebel-fund,$1.5M,$100K - $5.0M
Babar Khan,https://signal.nfx.com/investors/babar-khan,1517 Fund,https://signal.nfx.com/firms/1517-fund,$15,$5 - $50
Chad Gibson,https://signal.nfx.com/investors/chad-gibson,Alliance of Angels,https://signal.nfx.com/firms/alliance-of-angels,$1M,$500K - $1.5M
Paul Bernard,https://signal.nfx.com/investors/paul-bernard,Amazon Alexa Fund,https://signal.nfx.com/firms/amazon-alexa-fund,$1.5M,$100K - $5.0M
Kareem Akhtar,https://signal.nfx.com/investors/kareem-akhtar,Amazon Alexa Fund,https://signal.nfx.com/firms/amazon-alexa-fund,$1.5M,$100K - $5.0M
Robbie Schwietzer,https://signal.nfx.com/investors/robbie-schwietzer,Alliance of Angels,https://signal.nfx.com/firms/alliance-of-angels,$1M,$500K - $1.5M
Holger Sprengel,https://signal.nfx.com/investors/holger-sprengel,World Fund,https://signal.nfx.com/firms/world-fund,$1M,$1M - $1M
Eric Su,https://signal.nfx.com/investors/eric-su,Woodstock Fund,https://signal.nfx.com/firms/woodstock-fund,$1.5M,$100K - $5.0M
Safwan Zaheer,https://signal.nfx.com/investors/safwan-zaheer,Blockchain Founders Fund,https://signal.nfx.com/firms/blockchain-founders-fund,$1.5M,$100K - $5.0M
Peter Smith,https://signal.nfx.com/investors/peter-smith,Blockchain.com Ventures,https://signal.nfx.com/firms/blockchain-com-ventures,$1.5M,$100K - $5.0M
Sascha-Manuel Reuter,https://signal.nfx.com/investors/sascha-manuel-reuter,Tidal Ventures,https://signal.nfx.com/firms/tidal-ventures,$1.4M,$250K - $2.5M
Kevin Wu,https://signal.nfx.com/investors/kevin-wu_5,Signia Venture Partners,https://signal.nfx.com/firms/signia-venture-partners,$800K,$250K - $2.5M
James Kosta,https://signal.nfx.com/investors/james-kosta,Signia Venture Partners,https://signal.nfx.com/firms/signia-venture-partners,$800K,$250K - $2.5M
Thao Nguyen,https://signal.nfx.com/investors/thao-nguyen_1,Ascend Vietnam Ventures,https://signal.nfx.com/firms/ascend-vietnam-ventures,$1M,$500K - $2.0M
Tracy Deforge,https://signal.nfx.com/investors/tracy-deforge,The Players' Impact,https://signal.nfx.com/firms/the-players-impact,$1.5M,$100K - $5.0M
Bassem K. El Jisr,https://signal.nfx.com/investors/bassem-k-el-jisr,BY Venture Partners,https://signal.nfx.com/firms/by-venture-partners,$1.5M,$100K - $5.0M
Robert Farb,https://signal.nfx.com/investors/robert-farb,Goodwater Capital,https://signal.nfx.com/firms/goodwater-capital,$2.5M,$500K - $5.0M
Sean Chang,https://signal.nfx.com/investors/sean-chang,Goodwater Capital,https://signal.nfx.com/firms/goodwater-capital,$2.5M,$500K - $5.0M
Scott Elkins,https://signal.nfx.com/investors/scott-elkins,Rock Ventures,https://signal.nfx.com/firms/rock-ventures,$1.5M,$100K - $5.0M
Ted Bealin,https://signal.nfx.com/investors/ted-bealin,Rock Ventures,https://signal.nfx.com/firms/rock-ventures,$1.5M,$100K - $5.0M
Mitchell Brunson,https://signal.nfx.com/investors/mitchell-brunson,Rock Ventures,https://signal.nfx.com/firms/rock-ventures,$1.5M,$100K - $5.0M
Joe Noonan,https://signal.nfx.com/investors/joe-noonan,Bluegrass Angels,https://signal.nfx.com/firms/bluegrass-angels,$1.5M,$100K - $5.0M
Ben Self,https://signal.nfx.com/investors/ben-self,Bluegrass Angels,https://signal.nfx.com/firms/bluegrass-angels,$1.5M,$100K - $5.0M
Roy Toutant,https://signal.nfx.com/investors/roy-toutant,Bluegrass Angels,https://signal.nfx.com/firms/bluegrass-angels,$1.5M,$100K - $5.0M
Eduard Steimle,https://signal.nfx.com/investors/eduard-steimle,Techstars,https://signal.nfx.com/firms/techstars,$100K,$20K - $300K
Cedric Brusselmans,https://signal.nfx.com/investors/cedric-brusselmans,Good Startup,https://signal.nfx.com/firms/good-startup,$1.5M,$100K - $5.0M
Jaemyung Lee,https://signal.nfx.com/investors/jaemyung-lee,Atinum Investment,https://signal.nfx.com/firms/atinum-investment,$1.5M,$100K - $5.0M
Khurram Zafar,https://signal.nfx.com/investors/khurram-zafar,47 Ventures,https://signal.nfx.com/firms/47-ventures,$500K,$150K - $2.0M
Ash Phillips,https://signal.nfx.com/investors/ash-phillips,Ada Ventures,https://signal.nfx.com/firms/ada-ventures,$500K,$250K - $1M
Karan Mehta,https://signal.nfx.com/investors/karan-mehta,Octopus Ventures,https://signal.nfx.com/firms/octopus-ventures,$1.5M,$100K - $5.0M
Jean-Baptiste Michaut,https://signal.nfx.com/investors/jean-baptiste-michaut_1,Inovexus,https://signal.nfx.com/firms/inovexus,$1.5M,$100K - $5.0M
Jun Park,https://signal.nfx.com/investors/jun-park,Hashed,https://signal.nfx.com/firms/hashed,$1.5M,$100K - $5.0M
Slavo Tuleya,https://signal.nfx.com/investors/slavo-tuleya,ZAKA Ventures,https://signal.nfx.com/firms/zaka-ventures,$2.5M,$100K - $5.0M
Ray Koh,https://signal.nfx.com/investors/ray-koh,Interplay Ventures,https://signal.nfx.com/firms/interplay-ventures,$1.5M,$100K - $5.0M
Brian DeFee,https://signal.nfx.com/investors/brian-defee,Top Tier Capital Partners,https://signal.nfx.com/firms/top-tier-capital-partners,$1.5M,$100K - $5.0M
Rasmus Rex Sørensen,https://signal.nfx.com/investors/rasmus-rex-sorensen,Nova Founders Capital,https://signal.nfx.com/firms/nova-founders-capital,$1.5M,$100K - $5.0M
Anton Herborg,https://signal.nfx.com/investors/anton-herborg,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Anders Larsen,https://signal.nfx.com/investors/anders-larsen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Sameer Malik,https://signal.nfx.com/investors/sameer-malik,Token Amigo,https://signal.nfx.com/firms/token-amigo,$8K,$3K - $50K
Mohamed Eisimat Mohamed,https://signal.nfx.com/investors/mohamed-eisimat-mohamed,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Michael Harte,https://signal.nfx.com/investors/michael-harte_2,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Blake Lezenski,https://signal.nfx.com/investors/blake-lezenski,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$150K,$10K - $1M
Eden Dhaliwal,https://signal.nfx.com/investors/eden-dhaliwal_1,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Ray Chohan,https://signal.nfx.com/investors/ray-chohan,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Hanan Nor,https://signal.nfx.com/investors/hanan-nor,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Rupert Barksfield,https://signal.nfx.com/investors/rupert-barksfield_2,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Matthew James Low,https://signal.nfx.com/investors/matthew-james-low,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
John Patrick Mullin,https://signal.nfx.com/investors/john-patrick-mullin,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Robert Osborne,https://signal.nfx.com/investors/robert-osborne_1,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Rumi Morales,https://signal.nfx.com/investors/rumi-morales,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Rupa Ganatra Popat,https://signal.nfx.com/investors/rupa-ganatra-popat,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Michael K S Kam,https://signal.nfx.com/investors/michael-k-s-kam,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Francis Hellyer,https://signal.nfx.com/investors/francis-hellyer,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Eric Nicomedez,https://signal.nfx.com/investors/eric-nicomedez,BreederDAO,https://signal.nfx.com/firms/breederdao,$100K,$50K - $500K
Elliot Leimer,https://signal.nfx.com/investors/elliot-leimer,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$100K,$100K - $100K
Peeter Kompus,https://signal.nfx.com/investors/peeter-kompus,Trind Ventures,https://signal.nfx.com/firms/trind-ventures,$2.9M,$981K - $4.9M
George Bousis,https://signal.nfx.com/investors/george-bousis,1/1 Capital,https://signal.nfx.com/firms/1-1-capital,$1.5M,$100K - $5.0M
Paul Anthony,https://signal.nfx.com/investors/paul-anthony,Episode 1 Ventures,https://signal.nfx.com/firms/episode-1-ventures,$1.5M,$100K - $5.0M
Ben Wright,https://signal.nfx.com/investors/ben-wright_2,Episode 1 Ventures,https://signal.nfx.com/firms/episode-1-ventures,$1.5M,$100K - $5.0M
Charlotte Camacho,https://signal.nfx.com/investors/charlotte-camacho,Smash Capital,https://signal.nfx.com/firms/smash-capital,$1.5M,$100K - $5.0M
Shreya Durbha,https://signal.nfx.com/investors/shreya-durbha,Smash Capital,https://signal.nfx.com/firms/smash-capital,$1.5M,$100K - $5.0M
Sesana Allen,https://signal.nfx.com/investors/sesana-allen,Smash Capital,https://signal.nfx.com/firms/smash-capital,$1.5M,$100K - $5.0M
Jeremy Najjar,https://signal.nfx.com/investors/jeremy-najjar,Smash Capital,https://signal.nfx.com/firms/smash-capital,$1.5M,$100K - $5.0M
Thomas Ghyselen,https://signal.nfx.com/investors/thomas-ghyselen,Game Seer Venture Partners,https://signal.nfx.com/firms/game-seer-venture-partners,$1.5M,$100K - $5.0M
Oliver Redelfs,https://signal.nfx.com/investors/oliver-redelfs,Game Seer Venture Partners,https://signal.nfx.com/firms/game-seer-venture-partners,$1.5M,$100K - $5.0M
Jorge Cantera,https://signal.nfx.com/investors/jorge-cantera,Big Brain Holdings,https://signal.nfx.com/firms/big-brain-holdings,$1.5M,$100K - $5.0M
Timothy McCann,https://signal.nfx.com/investors/timothy-mccann,Metavest Capital,https://signal.nfx.com/firms/metavest-capital,$1.5M,$100K - $5.0M
Jonathan Woolley,https://signal.nfx.com/investors/jonathan-woolley,Metavest Capital,https://signal.nfx.com/firms/metavest-capital,$1.5M,$100K - $5.0M
James Woolley,https://signal.nfx.com/investors/james-woolley,Metavest Capital,https://signal.nfx.com/firms/metavest-capital,$1.5M,$100K - $5.0M
Doron Claxton,https://signal.nfx.com/investors/doron-claxton,Metavest Capital,https://signal.nfx.com/firms/metavest-capital,$1.5M,$100K - $5.0M
Jeff Baer,https://signal.nfx.com/investors/jeff-baer,Wilmington Investor Network,https://signal.nfx.com/firms/wilmington-investor-network,$25K,$5K - $50K
BENJAMIN GARGUI,https://signal.nfx.com/investors/benjamin-gargui,EJS Investment Manageement,https://signal.nfx.com/firms/ejs-investment-manageement,$1M,$500K - $5.0M
Vittorio Noury,https://signal.nfx.com/investors/vittorio-noury,Motier Ventures,https://signal.nfx.com/firms/motier-ventures,$1.7M,$300K - $3.0M
Laurine Moureaux,https://signal.nfx.com/investors/laurine-moureaux,Motier Ventures,https://signal.nfx.com/firms/motier-ventures,$1.7M,$300K - $3.0M
Guillaume Houzé,https://signal.nfx.com/investors/guillaume-houze,Motier Ventures,https://signal.nfx.com/firms/motier-ventures,$1.7M,$300K - $3.0M
Charlie Feng,https://signal.nfx.com/investors/charlie-feng,AI,https://signal.nfx.com/investor-lists/top-ai-pre-seed-investors,$5K,$1K - $25K
Linda Dannenberg,https://signal.nfx.com/investors/linda-dannenberg,Consumer Internet,https://signal.nfx.com/investor-lists/top-consumer-internet-pre-seed-investors,$250K,$100K - $500K
Court Lorenzini,https://signal.nfx.com/investors/court-lorenzini,Seattle (WA),https://signal.nfx.com/investor-lists/top-seattle-portland-investors,$100K,$10K - $1M
Doug Wilsterman,https://signal.nfx.com/investors/doug-wilsterman,SF Bay Area (CA),https://signal.nfx.com/investor-lists/top-san-francisco-bay-area-investors,$25K,$10K - $100K
Ashish Mahashabde,https://signal.nfx.com/investors/ashish-mahashabde,Nanban Ventures,https://signal.nfx.com/firms/nanban-ventures,$1M,$500K - $2.0M
Scott Fox,https://signal.nfx.com/investors/scott-fox,Tech Coast Angels,https://signal.nfx.com/firms/tech-coast-angels,$20K,$10K - $50K
Jamie Shortill,https://signal.nfx.com/investors/jamie-shortill,Strand Venture Partners,https://signal.nfx.com/firms/strand-venture-partners,$250K,$50K - $1M
Ian Westberg,https://signal.nfx.com/investors/ian-westberg,Perkins Coie,https://signal.nfx.com/firms/perkins-coie,$1,$1 - $2
Desigan Chinniah,https://signal.nfx.com/investors/desigan-chinniah,"Angel, Scout, and Solo-Capitalists (Other Lists)",https://signal.nfx.com/investor-lists/top-angel-scout-and-solo-capitalists-investors,$10K,$5K - $20K
Jimmy Donaldson,https://signal.nfx.com/investors/jimmy-donaldson,Games,https://signal.nfx.com/investor-lists/top-games-seed-investors,$1.5M,$100K - $5.0M
Michael Huang,https://signal.nfx.com/investors/michael-huang,FinTech,https://signal.nfx.com/investor-lists/top-fintech-pre-seed-investors,$20K,$1K - $50K
Claas H. Nieraad,https://signal.nfx.com/investors/claas-h-nieraad,Advertising,https://signal.nfx.com/investor-lists/top-advertising-pre-seed-investors,$25K,$5K - $50K
Jon Von Deylen,https://signal.nfx.com/investors/jon-von-deylen,Drive by DraftKings,https://signal.nfx.com/firms/drive-by-draftkings,$1.5M,$100K - $5.0M
Kimberly Hilger,https://signal.nfx.com/investors/kimberly-hilger,Zone 5 Ventures,https://signal.nfx.com/firms/zone-5-ventures,$1.5M,$100K - $5.0M
Deek Velagandula,https://signal.nfx.com/investors/deek-velagandula,Waverley Capital,https://signal.nfx.com/firms/waverley-capital,$2.5M,$500K - $10.0M
Sydney Cureton,https://signal.nfx.com/investors/sydney-cureton,Jazz Venture Partners,https://signal.nfx.com/firms/jazz-venture-partners,$1.5M,$100K - $5.0M
Garrett Whisnant,https://signal.nfx.com/investors/garrett-whisnant,CloudTree Ventures,https://signal.nfx.com/firms/cloudtree-ventures,$1.5M,$100K - $5.0M
David Diaz Pagan,https://signal.nfx.com/investors/david-diaz-pagan,Top Tier Capital Partners,https://signal.nfx.com/firms/top-tier-capital-partners,$1.5M,$100K - $5.0M
Andrew Wang,https://signal.nfx.com/investors/andrew-wang_1,Grishin Robotics,https://signal.nfx.com/firms/grishin-robotics,$2.0M,$500K - $8.0M
Peter Heneghan,https://signal.nfx.com/investors/peter-heneghan,Bettor Capital,https://signal.nfx.com/firms/bettor-capital,$1.5M,$100K - $5.0M
Marielle Ednalino,https://signal.nfx.com/investors/marielle-ednalino,Initial Capital,https://signal.nfx.com/firms/initial-capital,$800K,$600K - $1M
Mike Hennessey,https://signal.nfx.com/investors/mike-hennessey,LatAm (Latin America),https://signal.nfx.com/investor-lists/top-latam-latin-america-investors,$25K,$10K - $50K
Colin Carrier,https://signal.nfx.com/investors/colin-carrier,Los Angeles (CA),https://signal.nfx.com/investor-lists/top-los-angeles-southern-california-investors,$25K,$5K - $50K
Kevin Durkin,https://signal.nfx.com/investors/kevin-durkin,"Angel, Scout, and Solo-Capitalists (Other Lists)",https://signal.nfx.com/investor-lists/top-angel-scout-and-solo-capitalists-investors,$25K,$15K - $30K
Trevor Wright,https://signal.nfx.com/investors/trevor-wright,SF Bay Area (CA),https://signal.nfx.com/investor-lists/top-san-francisco-bay-area-investors,$25K,$5K - $50K
Simon Legziel,https://signal.nfx.com/investors/simon-legziel,Israel,https://signal.nfx.com/investor-lists/top-israel-investors,$75K,$50K - $100K
Eytan Elbaz,https://signal.nfx.com/investors/eytan-elbaz,Los Angeles (CA),https://signal.nfx.com/investor-lists/top-los-angeles-southern-california-investors,$100K,$25K - $250K
Ben Alexander,https://signal.nfx.com/investors/ben-alexander,Cloud Infrastructure,https://signal.nfx.com/investor-lists/top-cloud-infrastructure-pre-seed-investors,$10K,$1K - $25K
Shaun Heng,https://signal.nfx.com/investors/shaun-heng,"Angel, Scout, and Solo-Capitalists (Other Lists)",https://signal.nfx.com/investor-lists/top-angel-scout-and-solo-capitalists-investors,$20K,$10K - $100K
Jennifer Lopez,https://signal.nfx.com/investors/jennifer-lopez,Los Angeles (CA),https://signal.nfx.com/investor-lists/top-los-angeles-southern-california-investors,$25K,$5K - $50K
Paul George,https://signal.nfx.com/investors/paul-george,Los Angeles (CA),https://signal.nfx.com/investor-lists/top-los-angeles-southern-california-investors,$25K,$5K - $50K
Shaquille O'Neal,https://signal.nfx.com/investors/shaquille-o-neal,Newark (NJ),https://signal.nfx.com/investor-lists/top-new-york-city-investors,$25K,$5K - $50K
Rahul Sood,https://signal.nfx.com/investors/rahul-sood,AI,https://signal.nfx.com/investor-lists/top-ai-pre-seed-investors,$25K,$5K - $50K
Toby Moore,https://signal.nfx.com/investors/toby-moore,London,https://signal.nfx.com/investor-lists/top-london-investors,$20K,$10K - $30K
Micah Baldwin,https://signal.nfx.com/investors/micah-baldwin,Seattle (WA),https://signal.nfx.com/investor-lists/top-seattle-portland-investors,$15K,$5K - $25K
Robert Kraft,https://signal.nfx.com/investors/robert-kraft,Entertainment & Sports,https://signal.nfx.com/investor-lists/top-entertainment-sports-pre-seed-investors,$25K,$5K - $50K
Hunter Horsley,https://signal.nfx.com/investors/hunter-horsley,"Angel, Scout, and Solo-Capitalists (Other Lists)",https://signal.nfx.com/investor-lists/top-angel-scout-and-solo-capitalists-investors,$50K,$10K - $100K
Akshay Chaturvedi,https://signal.nfx.com/investors/akshay-chaturvedi,AI,https://signal.nfx.com/investor-lists/top-ai-pre-seed-investors,$25K,$5K - $50K
Liis Hiie,https://signal.nfx.com/investors/liis-hiie,Trind Ventures,https://signal.nfx.com/firms/trind-ventures,$2.9M,$981K - $4.9M
Blake Rogow,https://signal.nfx.com/investors/blake-rogow,Rock Ventures,https://signal.nfx.com/firms/rock-ventures,$1.5M,$100K - $5.0M
Greg Wertman,https://signal.nfx.com/investors/wertman-22,AgTech,https://signal.nfx.com/investor-lists/top-agtech-seed-investors,$3.0M,$1M - $6.0M
Daniel Derzic,https://signal.nfx.com/investors/daniel-derzic,Hartmann Capital,https://signal.nfx.com/firms/hartmann-capital,$500K,$500K - $5.0M
Jady Wei,https://signal.nfx.com/investors/jady-wei,Industry Ventures,https://signal.nfx.com/firms/industry-ventures,$1.5M,$100K - $5.0M
