name,URL,company,company_url,sweet_spot,range
Joshua Hairston,https://signal.nfx.com/investors/joshua-hairston,EONXI,https://signal.nfx.com/firms/eonxi,$1.1M,$750K - $1.5M
David Amerson,https://signal.nfx.com/investors/david-amerson,EONXI,https://signal.nfx.com/firms/eonxi,$1.1M,$750K - $1.5M
Kelvin Mensah,https://signal.nfx.com/investors/kelvin-mensah,EONXI,https://signal.nfx.com/firms/eonxi,$1.1M,$750K - $1.5M
Dylan Collins,https://signal.nfx.com/investors/dylan-collins,Hoxton Ventures,https://signal.nfx.com/firms/hoxton-ventures,$3.0M,$200K - $4.0M
Ivar Siimar,https://signal.nfx.com/investors/ivar-siimar,Trind Ventures,https://signal.nfx.com/firms/trind-ventures,$2.9M,$981K - $4.9M
Robert Wang,https://signal.nfx.com/investors/robert-wang,Soma Ventures,https://signal.nfx.com/firms/soma-ventures,$125K,$100K - $150K
Nan Meka,https://signal.nfx.com/investors/nan-meka,AfterWork Ventures,https://signal.nfx.com/firms/afterwork-ventures,$300K,$100K - $500K
Kyle Ellicott,https://signal.nfx.com/investors/kyle-ellicott,Indicator Ventures,https://signal.nfx.com/firms/indicator-ventures,$1M,$1M - $2.0M
Spencer Applebaum,https://signal.nfx.com/investors/spencer-applebaum,Multicoin Capital,https://signal.nfx.com/firms/multicoin-capital,$1.5M,$100K - $5.0M
Chris Jennings,https://signal.nfx.com/investors/chris-jennings,Boston Seed Capital,https://signal.nfx.com/firms/boston-seed-capital,$1.5M,$100K - $5.0M
Mike Ewing,https://signal.nfx.com/investors/mike-ewing,Boston Seed Capital,https://signal.nfx.com/firms/boston-seed-capital,$1.5M,$100K - $5.0M
Chris Quaidoo,https://signal.nfx.com/investors/chris-quaidoo,Dorm Room Fund,https://signal.nfx.com/firms/dorm-room-fund,$40K,$40K - $40K
Cameron Winklevoss,https://signal.nfx.com/investors/cameron-winklevoss,Winklevoss Capital,https://signal.nfx.com/firms/winklevoss-capital,$1.5M,$100K - $5.0M
Bret Siarkowski,https://signal.nfx.com/investors/bret-siarkowski,Boston Seed Capital,https://signal.nfx.com/firms/boston-seed-capital,$1.5M,$100K - $5.0M
Zibo Gao,https://signal.nfx.com/investors/zibo-gao,Intonation Ventures,https://signal.nfx.com/firms/intonation-ventures,$150K,$25K - $500K
Arthur Matuszewski,https://signal.nfx.com/investors/arthur-matuszewski,Shine Capital,https://signal.nfx.com/firms/shine-capital,$1.5M,$100K - $5.0M
Barend Van den Brande,https://signal.nfx.com/investors/barend-van-den-brande,Hummingbird Ventures,https://signal.nfx.com/firms/hummingbird-ventures,$2.8M,$500K - $5.0M
Lola Wajskop,https://signal.nfx.com/investors/lola-wajskop,Hummingbird Ventures,https://signal.nfx.com/firms/hummingbird-ventures,$2.8M,$500K - $5.0M
Olivia Zhang,https://signal.nfx.com/investors/olivia-zhang,Shine Capital,https://signal.nfx.com/firms/shine-capital,$1.5M,$100K - $5.0M
Carles Reina,https://signal.nfx.com/investors/carles-reina,Concept Ventures,https://signal.nfx.com/firms/concept-ventures,$421K,$120K - $722K
Christian Ng,https://signal.nfx.com/investors/christian-ng,GBV Capital (Genesis Block Ventures),https://signal.nfx.com/firms/gbv-capital-genesis-block-ventures,$1.5M,$100K - $5.0M
jon jordan,https://signal.nfx.com/investors/jon-jordan,Hiro Capital,https://signal.nfx.com/firms/hiro-capital,$2.0M,$500K - $10.0M
Nicolas Essayan,https://signal.nfx.com/investors/nicolas-essayan,Motier Ventures,https://signal.nfx.com/firms/motier-ventures,$1.7M,$300K - $3.0M
Jesper Søgaard,https://signal.nfx.com/investors/jesper-sogaard,Dreamcraft,https://signal.nfx.com/firms/dreamcraft,$1.5M,$500K - $2.5M
Christopher Albinsson,https://signal.nfx.com/investors/christopher-albinsson,Brightly Ventures,https://signal.nfx.com/firms/brightly-ventures,$1.5M,$100K - $5.0M
Linus Dahg,https://signal.nfx.com/investors/linus-dahg,Inventure,https://signal.nfx.com/firms/inventure,$1.5M,$100K - $5.0M
Morgan Schwanke,https://signal.nfx.com/investors/morgan-schwanke,Mana Ventures,https://signal.nfx.com/firms/mana-ventures,$50K,$10K - $100K
Nicholas Racz,https://signal.nfx.com/investors/nicholas-racz,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Michael van der Meer,https://signal.nfx.com/investors/michael-van-der-meer,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Yaniv Ben-Atia,https://signal.nfx.com/investors/yaniv-ben-atia,44 Ventures,https://signal.nfx.com/firms/44-ventures,$250K,$50K - $1.5M
Daniel Shin,https://signal.nfx.com/investors/daniel-shin,BASS Investment,https://signal.nfx.com/firms/bass-investment,$1.5M,$100K - $5.0M
Charlotte Kapoor,https://signal.nfx.com/investors/charlotte-kapoor,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Dan Eidell,https://signal.nfx.com/investors/dan-eidell,SaaS Venture Capital,https://signal.nfx.com/firms/saas-venture-capital,$1.5M,$100K - $5.0M
Deepali Nangia,https://signal.nfx.com/investors/deepali-nangia,Speedinvest,https://signal.nfx.com/firms/speedinvest,$1M,$55K - $2.5M
Andrew Gault,https://signal.nfx.com/investors/andrew-gault,7percent Ventures,https://signal.nfx.com/firms/7percent-ventures,$630K,$400K - $860K
Bryan Ciambella,https://signal.nfx.com/investors/bryan-ciambella,Peak State Ventures,https://signal.nfx.com/firms/peak-state-ventures,$1.5M,$100K - $5.0M
Mark Hogarth,https://signal.nfx.com/investors/mark-hogarth,Techstart Ventures,https://signal.nfx.com/firms/techstart-ventures,$500K,$50K - $750K
Thomas Klocanas,https://signal.nfx.com/investors/thomas-klocanas,White Star Capital,https://signal.nfx.com/firms/white-star-capital,$1.8M,$500K - $3.0M
Yuri Eliezer,https://signal.nfx.com/investors/yuri-eliezer,Eliezer IP,https://signal.nfx.com/firms/eliezer-ip,$25K,$5K - $100K
Ayesha Forbes,https://signal.nfx.com/investors/ayesha-forbes,Hiro Capital,https://signal.nfx.com/firms/hiro-capital,$1.5M,$100K - $5.0M
Joseph Hermet,https://signal.nfx.com/investors/joseph-hermet,TRUST ESPORT,https://signal.nfx.com/firms/trust-esport,$1M,$250K - $3.0M
Steve Wilson,https://signal.nfx.com/investors/steve-wilson,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Raazi Imam,https://signal.nfx.com/investors/raazi-imam,Unlock Venture Partners,https://signal.nfx.com/firms/unlock-venture-partners,$1.1M,$750K - $1.5M
Adam Mastrelli,https://signal.nfx.com/investors/adam-mastrelli,Woodstock Fund,https://signal.nfx.com/firms/woodstock-fund,$1.5M,$100K - $5.0M
Hero C. Pathomsak,https://signal.nfx.com/investors/hero-c-pathomsak,Infinity Ventures Crypto,https://signal.nfx.com/firms/infinity-ventures-crypto,$500K,$250K - $1M
Amanda Salzman,https://signal.nfx.com/investors/amanda-salzman,Smash Capital,https://signal.nfx.com/firms/smash-capital,$1.5M,$100K - $5.0M
Tom Staggs,https://signal.nfx.com/investors/tom-staggs,Smash Capital,https://signal.nfx.com/firms/smash-capital,$1.5M,$100K - $5.0M
Yasushi Komori,https://signal.nfx.com/investors/yasushi-komori,GFR Fund,https://signal.nfx.com/firms/gfr-fund,$1.5M,$100K - $5.0M
Daniel Mironov,https://signal.nfx.com/investors/daniel-mironov,VGames,https://signal.nfx.com/firms/vgames,$1.5M,$100K - $5.0M
Esteban Guarneros Galaz,https://signal.nfx.com/investors/esteban-guarneros-galaz,Incipio Ventures,https://signal.nfx.com/firms/incipio-ventures,$2.5M,$100K - $5.0M
Ned Berman,https://signal.nfx.com/investors/ned-berman,Differential Ventures,https://signal.nfx.com/firms/differential-ventures,$1.1M,$250K - $2.0M
Jeff Chowdhry,https://signal.nfx.com/investors/jeff-chowdhry,Concept Ventures,https://signal.nfx.com/firms/concept-ventures,$421K,$120K - $722K
Yao Li,https://signal.nfx.com/investors/yao-li,Goodwater Capital,https://signal.nfx.com/firms/goodwater-capital,$2.5M,$500K - $5.0M
Jair Paula Jr,https://signal.nfx.com/investors/jair-paula-jr,Concept Ventures,https://signal.nfx.com/firms/concept-ventures,$421K,$120K - $722K
Liron Gal,https://signal.nfx.com/investors/liron-gal,TLVSeed,https://signal.nfx.com/firms/tlvseed,$250K,$100K - $250K
Daniel Tomov,https://signal.nfx.com/investors/daniel-tomov,Eleven Ventures (Bulgaria),https://signal.nfx.com/firms/eleven-ventures-bulgaria,$1.5M,$100K - $5.0M
Ryan Harper,https://signal.nfx.com/investors/ryan-harper,CloudTree Ventures,https://signal.nfx.com/firms/cloudtree-ventures,$1.5M,$100K - $5.0M
Mayra Tama,https://signal.nfx.com/investors/mayra-tama,Initial Capital,https://signal.nfx.com/firms/initial-capital,$1.5M,$100K - $5.0M
Shukri Shammas,https://signal.nfx.com/investors/shukri-shammas,Initial Capital,https://signal.nfx.com/firms/initial-capital,$50K,$25K - $100K
Sami Lababidi,https://signal.nfx.com/investors/sami-lababidi,Initial Capital,https://signal.nfx.com/firms/initial-capital,$1.5M,$100K - $5.0M
Maia Benson,https://signal.nfx.com/investors/maia-benson,Forum Ventures,https://signal.nfx.com/firms/forum-ventures,$100K,$50K - $750K
Reece Chowdhry,https://signal.nfx.com/investors/reece-chowdhry,Concept Ventures,https://signal.nfx.com/firms/concept-ventures,$421K,$120K - $722K
Paddy Burns,https://signal.nfx.com/investors/paddy-burns,Chroma Ventures,https://signal.nfx.com/firms/chroma-ventures,$1.5M,$100K - $5.0M
Chris van der Kuyl,https://signal.nfx.com/investors/chris-van-der-kuyl,Chroma Ventures,https://signal.nfx.com/firms/chroma-ventures,$500K,$100K - $5.0M
Calvin Ferreira,https://signal.nfx.com/investors/calvin-ferreira,Metavest Capital,https://signal.nfx.com/firms/metavest-capital,$1.5M,$100K - $5.0M
Beth Kearns,https://signal.nfx.com/investors/beth-kearns,Touchdown Ventures,https://signal.nfx.com/firms/touchdown-ventures,$1.5M,$100K - $5.0M
Eric Jan,https://signal.nfx.com/investors/eric-jan,Niya Partners,https://signal.nfx.com/firms/niya-partners,$1.5M,$100K - $5.0M
Grahme Taylor,https://signal.nfx.com/investors/grahme-taylor,Niya Partners,https://signal.nfx.com/firms/niya-partners,$1.5M,$100K - $5.0M
David Goldstein,https://signal.nfx.com/investors/david-goldstein,GoodPaper Ventures,https://signal.nfx.com/firms/goodpaper-ventures,$1.5M,$100K - $5.0M
Andrew Goodman,https://signal.nfx.com/investors/andrew-goodman,GoodPaper Ventures,https://signal.nfx.com/firms/goodpaper-ventures,$1.5M,$100K - $5.0M
Alexander Lange,https://signal.nfx.com/investors/alexander-lange,Inflection,https://signal.nfx.com/firms/inflection,$1M,$500K - $1.5M
Grayson Kinsella,https://signal.nfx.com/investors/grayson-kinsella,Modern Venture Partners,https://signal.nfx.com/firms/modern-venture-partners,$1M,$100K - $20.0M
Seth Rosen,https://signal.nfx.com/investors/seth-rosen,Western Technology Investment,https://signal.nfx.com/firms/western-technology-investment,$1.5M,$100K - $5.0M
Josh Brody,https://signal.nfx.com/investors/josh-brody,Western Technology Investment,https://signal.nfx.com/firms/western-technology-investment,$1.5M,$100K - $5.0M
JoBeth Abecassis,https://signal.nfx.com/investors/jobeth-abecassis,Western Technology Investment,https://signal.nfx.com/firms/western-technology-investment,$1.5M,$100K - $5.0M
Erik Wenngren,https://signal.nfx.com/investors/erik-wenngren,Spintop Ventures,https://signal.nfx.com/firms/spintop-ventures,$1.5M,$100K - $5.0M
Kevin Lin,https://signal.nfx.com/investors/kevin-lin,SF Bay Area (CA),https://signal.nfx.com/investor-lists/top-san-francisco-bay-area-investors,$25K,$5K - $50K
Sandra Viig Seitzberg,https://signal.nfx.com/investors/sandra-viig-seitzberg,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Claus Hoffmann,https://signal.nfx.com/investors/claus-hoffmann,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Richard Ma,https://signal.nfx.com/investors/richard-ma,Pioneer Fund,https://signal.nfx.com/firms/pioneer-fund,$1.5M,$100K - $5.0M
Alex Chung,https://signal.nfx.com/investors/alex-chung,Curious Capital,https://signal.nfx.com/firms/curious-capital,$1.5M,$100K - $5.0M
Jin Oh,https://signal.nfx.com/investors/jin-oh,Goodwater Capital,https://signal.nfx.com/firms/goodwater-capital,$2.5M,$500K - $5.0M
Martin Kjær Hansen,https://signal.nfx.com/investors/martin-kjaer-hansen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$100K,$100K - $5.0M
Ann Chien,https://signal.nfx.com/investors/ann-chien,Infinity Ventures Crypto,https://signal.nfx.com/firms/infinity-ventures-crypto,$500K,$250K - $1M
Jens Erik Nissen,https://signal.nfx.com/investors/jens-erik-nissen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Adam Donocik,https://signal.nfx.com/investors/adam-donocik,Giza Polish Ventures,https://signal.nfx.com/firms/giza-polish-ventures,$1.5M,$100K - $5.0M
Michael Timmo Johansen,https://signal.nfx.com/investors/michael-timmo-johansen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Helle Vang Andersen,https://signal.nfx.com/investors/helle-vang-andersen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Arne From,https://signal.nfx.com/investors/arne-from,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Andreas Slavensky,https://signal.nfx.com/investors/andreas-slavensky,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Carsten Kronborg,https://signal.nfx.com/investors/carsten-kronborg,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Lars Peter Ilsø Larsen,https://signal.nfx.com/investors/lars-peter-ilso-larsen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Flemming Borreskov,https://signal.nfx.com/investors/flemming-borreskov,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Anders Duus Østergaard,https://signal.nfx.com/investors/anders-duus-ostergaard,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Qi Jia,https://signal.nfx.com/investors/qi-jia,CentreGold Capital,https://signal.nfx.com/firms/centregold-capital,$200K,$25K - $500K
Per Baltsen,https://signal.nfx.com/investors/per-baltsen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Bjarne Poulsen,https://signal.nfx.com/investors/bjarne-poulsen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Chris Ji,https://signal.nfx.com/investors/chris-ji_2,Unanimous Capital,https://signal.nfx.com/firms/unanimous-capital,$1.5M,$100K - $5.0M
Peter Dalgas,https://signal.nfx.com/investors/peter-dalgas,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Todd Hooper,https://signal.nfx.com/investors/todd-hooper_1,Acequia Capital,https://signal.nfx.com/firms/acequia-capital,$250K,$100K - $1M
Michael Lewkowicz,https://signal.nfx.com/investors/michael-lewkowicz,Remagine Ventures,https://signal.nfx.com/firms/remagine-ventures,$1.5M,$100K - $5.0M
Najam Kidwai,https://signal.nfx.com/investors/najam-kidwai_1,Frontier Ventures,https://signal.nfx.com/firms/frontier-ventures,$1.5M,$100K - $5.0M
Line Klit Olsen,https://signal.nfx.com/investors/line-klit-olsen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Roy Rubin,https://signal.nfx.com/investors/roy-rubin,R-Squared Ventures,https://signal.nfx.com/firms/r-squared-ventures,$1.5M,$100K - $5.0M
Roy Erez,https://signal.nfx.com/investors/roy-erez,R-Squared Ventures,https://signal.nfx.com/firms/r-squared-ventures,$1.5M,$100K - $5.0M
Alice Lloyd George,https://signal.nfx.com/investors/alice-lloyd-george,New York (NY),https://signal.nfx.com/investor-lists/top-new-york-city-investors,$25K,$5K - $50K
Josh Nussbaum,https://signal.nfx.com/investors/josh-nussbaum,Compound,https://signal.nfx.com/firms/compound,$550K,$500K - $600K
Na Jamie Zhang,https://signal.nfx.com/investors/na-jamie-zhang,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Vincent Schulin,https://signal.nfx.com/investors/vincent-schulin,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Eskild Ebbesen,https://signal.nfx.com/investors/eskild-ebbesen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Ole Lind Terkelsen,https://signal.nfx.com/investors/ole-lind-terkelsen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Allan Pedersen,https://signal.nfx.com/investors/allan-pedersen_1,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Peter Soerensen,https://signal.nfx.com/investors/peter-soerensen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Malene Goddard Nielsen,https://signal.nfx.com/investors/malene-goddard-nielsen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Jayni Shah,https://signal.nfx.com/investors/jayni-shah,Fifth Down Capital,https://signal.nfx.com/firms/fifth-down-capital,$1.5M,$100K - $5.0M
Teddy Jungreis,https://signal.nfx.com/investors/teddy-jungreis,Predictive VC,https://signal.nfx.com/firms/predictive-vc,$1.5M,$100K - $5.0M
Bengt Sangberg,https://signal.nfx.com/investors/bengt-sangberg,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Erika Gregersen,https://signal.nfx.com/investors/erika-gregersen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Omar Khatib,https://signal.nfx.com/investors/omar-khatib_1,Declaration Partners,https://signal.nfx.com/firms/declaration-partners,$20,$2 - $50
Emil Klixbull Have,https://signal.nfx.com/investors/emil-klixbull-have,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
John Christopher Maamary,https://signal.nfx.com/investors/john-christopher-maamary,Forum Ventures,https://signal.nfx.com/firms/forum-ventures,$20K,$10K - $100K
Jeppe Fjord Skovbon,https://signal.nfx.com/investors/jeppe-fjord-skovbon,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Niclas Ingemann Larsen,https://signal.nfx.com/investors/niclas-ingemann-larsen,CVX Ventures,https://signal.nfx.com/firms/cvx-ventures,$1.5M,$100K - $5.0M
Anton Vaynshtok,https://signal.nfx.com/investors/anton-vaynshtok,Pioneer Fund,https://signal.nfx.com/firms/pioneer-fund,$250K,$200K - $300K
Gabriel Farme,https://signal.nfx.com/investors/gabriel-farme,Verve Capital,https://signal.nfx.com/firms/verve-capital,$1.5M,$100K - $5.0M
Michelle Ashworth,https://signal.nfx.com/investors/michelle-ashworth,Top Tier Capital Partners,https://signal.nfx.com/firms/top-tier-capital-partners,$1.5M,$100K - $5.0M
Siddique Haq,https://signal.nfx.com/investors/siddique-haq,Top Tier Capital Partners,https://signal.nfx.com/firms/top-tier-capital-partners,$1.5M,$100K - $5.0M
Noor Nijjer,https://signal.nfx.com/investors/noor-nijjer,Top Tier Capital Partners,https://signal.nfx.com/firms/top-tier-capital-partners,$1.5M,$100K - $5.0M
Daniel Wang,https://signal.nfx.com/investors/daniel-wang,Infinity Ventures Crypto,https://signal.nfx.com/firms/infinity-ventures-crypto,$500K,$250K - $1M
Ben Challgren,https://signal.nfx.com/investors/ben-challgren,Top Tier Capital Partners,https://signal.nfx.com/firms/top-tier-capital-partners,$1.5M,$100K - $5.0M
Ryuichi Tanaka,https://signal.nfx.com/investors/ryuichi-tanaka,Gumi Cryptos Capital,https://signal.nfx.com/firms/gumi-cryptos-capital,$1.5M,$100K - $5.0M
Gregor Matthies,https://signal.nfx.com/investors/gregor-matthies,Earlybird Venture Capital,https://signal.nfx.com/firms/earlybird-venture-capital,$1.5M,$100K - $5.0M
Hau Ly,https://signal.nfx.com/investors/hau-ly,Ascend Vietnam Ventures,https://signal.nfx.com/firms/ascend-vietnam-ventures,$1M,$500K - $2.0M
Steve Tsao,https://signal.nfx.com/investors/steve-tsao,Infinity Ventures Crypto,https://signal.nfx.com/firms/infinity-ventures-crypto,$500K,$250K - $1M
Mirella Levy Tawil,https://signal.nfx.com/investors/mirella-levy-tawil,iAngels,https://signal.nfx.com/firms/iangels,$1.5M,$1M - $2.0M
Steven Stewart,https://signal.nfx.com/investors/steven-stewart,Pioneer Fund,https://signal.nfx.com/firms/pioneer-fund,$250K,$200K - $300K
Rosie Anh,https://signal.nfx.com/investors/rosie-anh,Evangelion Capital,https://signal.nfx.com/firms/evangelion-capital,$1.5M,$100K - $5.0M
Ted Leonsis,https://signal.nfx.com/investors/ted-leonsis,Revolution,https://signal.nfx.com/firms/revolution,$1.5M,$100K - $5.0M
Simon Sokol,https://signal.nfx.com/investors/simon-s,Relay Ventures,https://signal.nfx.com/firms/relay-ventures,$500K,$250K - $7.0M
Mel Strong,https://signal.nfx.com/investors/mel-strong,Next Ventures,https://signal.nfx.com/firms/next-ventures,$1.5M,$100K - $5.0M
Idris Mokhtarzada,https://signal.nfx.com/investors/idris-mokhtarzada,Pioneer Fund,https://signal.nfx.com/firms/pioneer-fund,$250K,$200K - $300K
Jeffrey Rosen,https://signal.nfx.com/investors/jeffrey-rosen,Pioneer Fund,https://signal.nfx.com/firms/pioneer-fund,$250K,$200K - $300K
Roman Novacek,https://signal.nfx.com/investors/roman-novacek,Presto Ventures,https://signal.nfx.com/firms/presto-ventures,$1.5M,$100K - $5.0M
Jenny Ruth Hrafnsdottir,https://signal.nfx.com/investors/jenny-ruth-hrafnsdottir,Crowberry Capital,https://signal.nfx.com/firms/crowberry-capital,$2.0M,$2.0M - $2.0M
Charlie Young,https://signal.nfx.com/investors/charlie-young,WestCap,https://signal.nfx.com/firms/westcap,$1.5M,$100K - $5.0M
Mark Linao,https://signal.nfx.com/investors/mark-linao,AET Fund,https://signal.nfx.com/firms/aet-fund,$200K,$150K - $250K
Jimmy Li,https://signal.nfx.com/investors/jimmy-li,Goodwater Capital,https://signal.nfx.com/firms/goodwater-capital,$2.5M,$500K - $5.0M
Gabe Cunningham,https://signal.nfx.com/investors/gabe-cunningham,Fontinalis Partners,https://signal.nfx.com/firms/fontinalis-partners,$3.0M,$100K - $10.0M
Mikheil Didebulidze,https://signal.nfx.com/investors/mikheil-didebulidze,VNTR Capital,https://signal.nfx.com/firms/vntr-capital,$10K,$5K - $100K
Karl Magnus Troedsson,https://signal.nfx.com/investors/karl-magnus-troedsson,Behold Ventures,https://signal.nfx.com/firms/behold-ventures,$1.5M,$100K - $5.0M
Markus Fuhrmann,https://signal.nfx.com/investors/markus-fuhrmann,Cavalry Ventures,https://signal.nfx.com/firms/cavalry-ventures,$1.4M,$580K - $2.3M
Marcelo Ciampolini,https://signal.nfx.com/investors/marcelo-ciampolini,Antler,https://signal.nfx.com/firms/antler,$1.5M,$100K - $5.0M
Ayush Chamaria,https://signal.nfx.com/investors/ayush-chamaria,Matrix Partners India,https://signal.nfx.com/firms/matrix-partners-india,$1.5M,$100K - $5.0M
Shaad Sufi,https://signal.nfx.com/investors/shaad-sufi,FlatRock Associates,https://signal.nfx.com/firms/flatrock-associates,$2.0M,$250K - $5.0M
Casey Dickinson,https://signal.nfx.com/investors/casey-dickinson,Interlock Capital,https://signal.nfx.com/firms/interlock-capital,$160K,$80K - $930K
Fady Abdel- Nour,https://signal.nfx.com/investors/fady-abdel-nour,Antler,https://signal.nfx.com/firms/antler,$1.5M,$100K - $5.0M
Hector Mason,https://signal.nfx.com/investors/hector-mason,Episode 1 Ventures,https://signal.nfx.com/firms/episode-1-ventures,$1.5M,$100K - $5.0M
Paul McNabb,https://signal.nfx.com/investors/paul-mcnabb,Episode 1 Ventures,https://signal.nfx.com/firms/episode-1-ventures,$1.5M,$100K - $5.0M
Brian Rubenstein,https://signal.nfx.com/investors/brian-rubenstein,Counterview Capital,https://signal.nfx.com/firms/counterview-capital,$500K,$250K - $750K
Jed Lenzner,https://signal.nfx.com/investors/jed-lenzner,Tusk Venture Partners,https://signal.nfx.com/firms/tusk-venture-partners,$3.5M,$500K - $7.0M
Jared Schwitzke,https://signal.nfx.com/investors/jared-schwitzke,Miami Angels,https://signal.nfx.com/firms/miami-angels,$250K,$10K - $10.0M
Kumar Aakash,https://signal.nfx.com/investors/kumar-aakash,Matrix Partners India,https://signal.nfx.com/firms/matrix-partners-india,$1.5M,$100K - $5.0M
Sydney Lai,https://signal.nfx.com/investors/sydney-lai_2,Practical Venture Capital,https://signal.nfx.com/firms/practical-venture-capital,$1.5M,$100K - $5.0M
Monica Bua,https://signal.nfx.com/investors/monica-bua,Mighty Capital,https://signal.nfx.com/firms/mighty-capital,$1.5M,$100K - $5.0M
Kate Bambino,https://signal.nfx.com/investors/kate-bambino,Pioneer Fund,https://signal.nfx.com/firms/pioneer-fund,$250K,$200K - $300K
Thibaut Chessé,https://signal.nfx.com/investors/thibaut-chesse,Sparkle Ventures,https://signal.nfx.com/firms/sparkle-ventures,$750K,$250K - $2.0M
Arif Damji,https://signal.nfx.com/investors/arif-damji,Conductive Ventures,https://signal.nfx.com/firms/conductive-ventures,$1.5M,$100K - $5.0M
Gustav Wakéus,https://signal.nfx.com/investors/gustav-wakeus,ff Venture Capital,https://signal.nfx.com/firms/ff-venture-capital,$1.5M,$100K - $5.0M
Keith Lovett,https://signal.nfx.com/investors/keith-lovett,AmTech Partners,https://signal.nfx.com/firms/amtech-partners,$10K,$1K - $100K
Daniele Sileri,https://signal.nfx.com/investors/daniele-sileri,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Jake Kleiner,https://signal.nfx.com/investors/jake-kleiner,Bettor Capital,https://signal.nfx.com/firms/bettor-capital,$1.5M,$100K - $5.0M
Jonathan Gabler,https://signal.nfx.com/investors/jonathan-gabler,Outlier Ventures,https://signal.nfx.com/firms/outlier-ventures,$1.5M,$100K - $5.0M
Ricardo Sangion,https://signal.nfx.com/investors/ricardo-sangion,TheVentureCity,https://signal.nfx.com/firms/the-venture-city,$250K,$100K - $500K
Joel Aasmae,https://signal.nfx.com/investors/joel-aasmae,Trind Ventures,https://signal.nfx.com/firms/trind-ventures,$2.9M,$981K - $4.9M
Taavi Lepmets,https://signal.nfx.com/investors/taavi-lepmets,Trind Ventures,https://signal.nfx.com/firms/trind-ventures,$2.9M,$981K - $4.9M
Yuriy Dovzhansky,https://signal.nfx.com/investors/yuriy-dovzhansky,Victress Capital,https://signal.nfx.com/firms/victress-capital,$750K,$250K - $5.0M
Tariq Khan,https://signal.nfx.com/investors/tariq-khan,Elevate Capital,https://signal.nfx.com/firms/elevate-capital,$1M,$25K - $2.0M
Enrico Mellis,https://signal.nfx.com/investors/enrico-mellis,Lakestar,https://signal.nfx.com/firms/lakestar,$1.5M,$100K - $5.0M
Jack Wang,https://signal.nfx.com/investors/jack-wang,Project A,https://signal.nfx.com/firms/project-a,$1.5M,$100K - $5.0M
Thaleia Misailidou,https://signal.nfx.com/investors/thaleia-misailidou,Marathon Venture Capital,https://signal.nfx.com/firms/marathon-venture-capital,$1.5M,$100K - $5.0M
